scorer,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,,,
bodyparts,leftfrontfoot,leftfrontfoot,leftfrontfoot,rightfrontfoot,rightfrontfoot,rightfrontfoot,leftmiddlefoot,leftmiddlefoot,leftmiddlefoot,rightmiddlefoot,rightmiddlefoot,rightmiddlefoot,leftrearfoot,leftrearfoot,leftrearfoot,rightrearfoot,rightrearfoot,rightrearfoot,body,body,body,,,
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,,,
0,469.8641357,715.3633423,0.998627186,281.9753113,734.9813843,0.999292612,520.4710693,913.5866699,0.93164736,227.016861,860.2711792,0.998293698,478.29776,977.7800903,0.052684601,202.8529205,977.8430786,0.997026384,372.9135437,798.1403198,0.999966383,,,
1,470.4773254,714.7231445,0.998873532,282.7210083,734.4266968,0.998991311,520.8417358,913.5241699,0.976772904,227.2149048,860.4152832,0.999239087,479.032074,979.1436768,0.058586825,204.9725189,977.0657959,0.99767977,375.8117676,794.4949341,0.99996078,,,
2,469.7611694,714.8010864,0.999005377,282.7915039,734.1548462,0.999220014,519.2616577,913.5566406,0.937150359,522.5705566,912.8589478,0.251259208,477.5493164,980.3690796,0.093223318,206.4309692,975.7539673,0.998464227,371.72995,787.8964844,0.999996066,,,
3,468.4683838,716.1751099,0.99823904,282.024231,734.9406128,0.989937425,475.1122437,981.3696899,0.325311512,280.2198792,736.8770752,0.854658842,476.4703674,981.475769,0.849691749,204.8713379,977.2075195,0.990584433,371.3414917,782.281311,0.99993217,,,
4,468.3178711,716.4116211,0.997849584,281.802002,734.4150391,0.993380427,505.0427551,806.5299683,0.416073203,279.9008789,736.2670288,0.864923358,475.9325562,981.8546143,0.838862956,205.3523865,976.8258667,0.993587255,370.3339539,774.6017456,0.999984503,,,
5,468.849884,715.1992188,0.997621715,281.9203796,733.0015869,0.984136224,521.1866455,771.041748,0.977080345,280.0492249,735.5855103,0.984246135,475.7557678,980.5153198,0.980778337,202.0869141,774.8283081,0.910370469,367.1315002,767.258606,0.999619007,,,
6,469.2309875,715.6878662,0.998361409,281.3795166,731.1014404,0.996830404,513.9735107,757.72229,0.104325622,204.6032715,772.9954224,0.971421778,476.5076294,979.4406738,0.998847365,202.8899384,774.0160522,0.321686268,369.6962891,762.4456787,0.999740064,,,
7,469.8028259,715.7796631,0.998291314,281.1851501,731.3405151,0.996912599,513.7454834,757.6424561,0.04922438,205.0189667,773.3320923,0.997812152,476.9945374,979.2367554,0.998806,88.05900574,198.3471832,0.013339857,371.0716248,759.52771,0.999813855,,,
