scorer,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000,DLC_effnet_b0_formalBugFiveMay9shuffle1_30000
bodyparts,leftfrontfoot,leftfrontfoot,leftfrontfoot,rightfrontfoot,rightfrontfoot,rightfrontfoot,leftmiddlefoot,leftmiddlefoot,leftmiddlefoot,rightmiddlefoot,rightmiddlefoot,rightmiddlefoot,leftrearfoot,leftrearfoot,leftrearfoot,rightrearfoot,rightrearfoot,rightrearfoot,body,body,body
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,244.7792816,723.9472046,0.928602755,111.7638855,494.8507385,0.999558389,243.113739,726.5726318,0.702196658,27.7325592,599.4846802,0.005724002,131.1433258,863.3417358,0.998655915,94.14126587,809.3428955,0.037580416,161.1409302,630.1468506,0.999981165
1,244.6859589,723.7849731,0.899147689,111.5368118,494.8187866,0.999601662,243.2386475,726.5245972,0.83263427,136.3247223,864.9550781,0.030469807,134.6998291,863.9806519,0.996421456,93.76084137,810.229187,0.136510551,161.1625061,629.5015259,0.99998033
2,244.400116,723.3345337,0.878163457,111.8373108,494.8215027,0.999564111,243.047699,726.3259888,0.937732518,109.7081223,495.9830627,0.006154482,124.8499985,862.0679932,0.973449767,124.8426819,861.541687,0.119305268,162.2682343,628.1946411,0.999986529
3,244.2934265,723.3441162,0.859298468,111.9957047,494.8176575,0.999494195,243.0736847,726.0730591,0.947256267,119.5359116,866.8670654,0.017638562,118.2633972,866.6630859,0.99585551,117.5741806,866.0610962,0.045200434,163.1073151,628.6795654,0.999989152
4,244.5888824,723.7052002,0.901263297,111.7859116,494.6268311,0.999367774,243.2040558,726.2398071,0.878335953,109.0858917,496.0303345,0.018696526,117.8451385,866.6536865,0.984580159,117.2023315,866.0021362,0.116494313,164.4321136,628.8564453,0.999995589
5,244.6791077,723.4559326,0.89190042,112.1357651,494.7120667,0.999368489,243.3998108,726.0371094,0.878666222,109.2571716,496.0587158,0.018679198,117.8969116,866.6806641,0.986316144,117.1490021,865.9385986,0.111445077,165.2756653,629.1243286,0.999995828
6,244.1990051,723.3667603,0.724185586,112.1006241,495.014679,0.999491811,242.9931488,726.2837524,0.969991744,109.2280731,496.305603,0.018905507,117.5039139,866.831543,0.99642086,116.8949051,866.0269165,0.07799425,165.9185638,626.1612549,0.999994159
7,244.1831207,723.0653076,0.706052661,112.2962341,494.9767761,0.999269426,242.9785919,725.8466797,0.979559898,109.2381668,496.1863098,0.023017343,117.6598282,866.4862061,0.993305981,116.9691849,865.8163452,0.072547205,166.3415375,625.921936,0.99999404
